emp_no,first_name,last_name,gender,dept_no,dept_name,salary,to_date
215801,Alejandra,Underwood,F,d005,Development,54442,9999-01-01
215730,Amalendu,Peek,M,d008,Research,40000,9999-01-01
215731,Xiping,Emmerich,F,d004,Production,40000,9999-01-01
215734,Gina,Bahi,F,d005,Development,58963,9999-01-01
215739,Masaki,Scallan,F,d004,Production,40000,9999-01-01
215745,Lidong,Suppi,F,d007,Sales,63254,9999-01-01
215747,Fan,Czap,M,d004,Production,41216,9999-01-01
215776,Adas,Ashish,M,d005,Development,43918,9999-01-01
215829,Boaz,Jumpertz,F,d006,Quality Management,49791,9999-01-01
215783,Sverrir,Prochazka,M,d007,Sales,47789,9999-01-01
215785,Zita,Tetzlaff,F,d005,Development,45564,9999-01-01
215831,Halsur,Ferriere,F,d005,Development,56380,9999-01-01
215974,Shay,Karlin,M,d008,Research,52265,9999-01-01
215848,Arnd,Chenoweth,M,d001,Marketing,45040,9999-01-01
215980,Dipayan,Irland,F,d006,Quality Management,70864,9999-01-01
215989,Kersti,Hofting,M,d005,Development,40000,9999-01-01
215855,Fan,Snedden,M,d005,Development,56353,9999-01-01
216016,Zhonghui,Schwaller,F,d004,Production,43247,9999-01-01
215871,Naraig,Lores,M,d004,Production,40000,9999-01-01
216020,Taiji,Gurbaxani,F,d005,Development,51803,9999-01-01
216028,Guadalupe,Hofmeyr,F,d008,Research,58490,9999-01-01
216032,Alain,Senzako,F,d005,Development,40225,9999-01-01
216034,Marit,Pollacia,F,d005,Development,60678,9999-01-01
215890,Denis,Kroon,M,d005,Development,40000,9999-01-01
216038,Nahla,Alameldin,M,d005,Development,40000,9999-01-01
216047,Gil,Cooke,M,d004,Production,40000,9999-01-01
215900,Yoshimitsu,Chvatal,M,d004,Production,41650,9999-01-01
216071,Guadalupe,Edelhoff,F,d004,Production,45421,9999-01-01
216075,Nimmagadda,Kranzdorf,F,d007,Sales,69047,9999-01-01
216102,Baziley,Vingron,M,d007,Sales,58493,9999-01-01
216116,Yuuichi,Petersohn,M,d009,Customer Service,40000,9999-01-01
216127,Steve,Farrag,F,d005,Development,40000,9999-01-01
216128,Syozo,Schneeberger,F,d005,Development,40000,9999-01-01
216131,Paloma,Schaft,F,d008,Research,40000,9999-01-01
216132,Hironoby,Rodiger,M,d008,Research,49712,9999-01-01
216138,Giordano,Shanbhogue,F,d004,Production,40000,9999-01-01
216153,Masato,Boguraev,F,d006,Quality Management,40000,9999-01-01
215917,Mohua,Valette,F,d005,Development,45839,9999-01-01
215924,Bojan,Rotem,M,d007,Sales,49791,9999-01-01
216160,Nathan,Kusakari,M,d004,Production,71625,9999-01-01
215941,Atilio,Herber,M,d005,Development,72226,9999-01-01
216177,Nagui,Mattern,M,d005,Development,40000,9999-01-01
216180,Kristin,Ranka,F,d004,Production,40118,9999-01-01
216181,Susuma,Biran,M,d007,Sales,60016,9999-01-01
216186,Kazuhito,Schaar,M,d004,Production,46696,9999-01-01
216191,Yuuichi,Bernick,M,d005,Development,40000,9999-01-01
215946,Josyula,Barbanera,M,d005,Development,55323,9999-01-01
216193,Arne,Rosen,M,d003,Human Resources,46439,9999-01-01
215963,Luigi,Chinen,F,d008,Research,68180,9999-01-01
215966,Kayoko,Angot,F,d006,Quality Management,40000,9999-01-01
216230,Adib,Kabayashi,M,d005,Development,54257,9999-01-01
216233,Sushant,Crooks,F,d008,Research,41967,9999-01-01
216348,Gro,Ernst,M,d005,Development,40000,9999-01-01
216238,Weijing,Leppanen,M,d004,Production,80482,9999-01-01
216244,Hilari,Wursthorn,M,d002,Finance,60307,9999-01-01
216250,Jaana,Zweizig,F,d007,Sales,75580,9999-01-01
216354,Nishit,Argence,M,d006,Quality Management,40000,9999-01-01
216270,Jeong,Kohling,M,d006,Quality Management,40000,9999-01-01
216275,Shirish,Einsfeld,F,d004,Production,46107,9999-01-01
216389,Garnik,Naudin,F,d004,Production,49848,9999-01-01
216284,Maris,Vigier,M,d005,Development,48462,9999-01-01
216291,Patricia,Kuszyk,F,d005,Development,40000,9999-01-01
216294,Keiichiro,Kalefeld,M,d007,Sales,94349,9999-01-01
216295,Kerhong,Siegrist,M,d007,Sales,71807,9999-01-01
216301,Yannis,Kilgour,M,d001,Marketing,77387,9999-01-01
216318,Guozhong,Maierhofer,M,d005,Development,49678,9999-01-01
216321,Masami,Lores,M,d007,Sales,71487,9999-01-01
216390,Sergi,Keustermans,F,d006,Quality Management,40000,9999-01-01
216326,Pantung,Zizka,M,d007,Sales,52232,9999-01-01
216327,Morris,Heuter,F,d004,Production,67732,9999-01-01
216392,Ziyad,Baer,M,d002,Finance,69678,9999-01-01
216393,Masami,Hockney,M,d002,Finance,100963,9999-01-01
216395,Sakthirel,Ohori,F,d009,Customer Service,46157,9999-01-01
216397,Feixiong,Brodal,M,d007,Sales,78066,9999-01-01
216415,Gererd,Vadhan,M,d006,Quality Management,56965,9999-01-01
216530,Jiann,Marrakchi,F,d003,Human Resources,40000,9999-01-01
216532,Dung,Merli,F,d005,Development,40000,9999-01-01
216545,Sorina,Danley,F,d005,Development,40000,9999-01-01
216549,Menkae,Raney,M,d007,Sales,40000,9999-01-01
216422,Manibrata,Crooks,M,d004,Production,44140,9999-01-01
216554,Ewing,Litzler,M,d009,Customer Service,50727,9999-01-01
216559,Munir,Heinisuo,F,d008,Research,40000,9999-01-01
216423,Boaz,Lorcy,M,d004,Production,40000,9999-01-01
216443,Troy,Pero,F,d008,Research,40000,9999-01-01
216578,Koichi,Plesums,M,d004,Production,57321,9999-01-01
216580,Susuma,Facello,F,d007,Sales,60025,9999-01-01
216583,Shir,Dehkordi,M,d002,Finance,78543,9999-01-01
216449,Radhika,Billingsley,F,d004,Production,47402,9999-01-01
216599,Marsja,Pettey,M,d007,Sales,57635,9999-01-01
216602,Stamatina,Peron,M,d003,Human Resources,40000,9999-01-01
216460,Tetsushi,Gerteisen,M,d004,Production,63038,9999-01-01
216615,Yechiam,Busillo,M,d004,Production,67628,9999-01-01
216619,Ulises,Reistad,M,d008,Research,60810,9999-01-01
216468,Gila,Cronan,F,d004,Production,63596,9999-01-01
216474,Kristian,Swist,M,d004,Production,57708,9999-01-01
216641,Florian,Ginneken,M,d004,Production,65018,9999-01-01
216642,Kazuhiko,Mondadori,M,d007,Sales,60832,9999-01-01
216496,Holgard,Shihab,M,d005,Development,40000,9999-01-01
216643,Luisa,Camurati,M,d005,Development,57260,9999-01-01
216658,Bogdan,Scallan,F,d003,Human Resources,44379,9999-01-01
216659,Munehiko,Carrera,F,d007,Sales,76394,9999-01-01
216500,Angus,Eldridge,F,d005,Development,40000,9999-01-01
216668,Kellie,Rodite,M,d007,Sales,62124,9999-01-01
216670,Sreenivas,Paludetto,F,d007,Sales,40289,9999-01-01
216720,Xinan,Etalle,M,d004,Production,40000,9999-01-01
216678,Khatoun,Laurillard,M,d008,Research,40000,9999-01-01
216683,Mayuko,Rattan,F,d004,Production,40000,9999-01-01
216684,Sugwoo,Wendorf,F,d003,Human Resources,40000,9999-01-01
216703,Visit,Zolotykh,M,d005,Development,61810,9999-01-01
216722,Leen,Sudbeck,M,d005,Development,45474,9999-01-01
216734,Yakkov,Swist,M,d004,Production,40000,9999-01-01
216896,Suebskul,Pelc,M,d005,Development,40000,9999-01-01
216904,Khosrow,Leivant,M,d005,Development,40000,9999-01-01
216748,Salvador,Jervis,F,d007,Sales,81672,9999-01-01
216750,Charmane,Farris,F,d005,Development,40838,9999-01-01
216927,Susumu,Welham,M,d003,Human Resources,40000,9999-01-01
216934,Nagui,Krzyzanowski,M,d005,Development,59907,9999-01-01
216778,Yunming,Wegerle,M,d009,Customer Service,54340,9999-01-01
216947,Utz,Vernadat,F,d009,Customer Service,58691,9999-01-01
216959,Shimshon,Reistad,M,d001,Marketing,54603,9999-01-01
216789,Eben,Ghemri,F,d005,Development,56045,9999-01-01
216965,Badri,Birke,M,d007,Sales,54761,9999-01-01
216975,Branimir,Salverda,M,d005,Development,63201,9999-01-01
216798,Rimon,Nitsch,M,d009,Customer Service,40000,9999-01-01
216984,Maya,Swen,M,d001,Marketing,78524,9999-01-01
216988,Abdulla,Hempstead,M,d005,Development,57486,9999-01-01
216801,Heon,Vasanthakumar,F,d007,Sales,69562,9999-01-01
216996,Gift,Jansen,M,d004,Production,52640,9999-01-01
216809,Moni,Winter,M,d007,Sales,84785,9999-01-01
217008,Mokhtar,Makinen,M,d002,Finance,40000,9999-01-01
216813,Atreye,Lorys,M,d007,Sales,40659,9999-01-01
217024,Valdiodio,Peternell,F,d009,Customer Service,43810,9999-01-01
216854,Kirk,Reeker,F,d005,Development,57151,9999-01-01
217062,Candido,Cappello,F,d005,Development,43533,9999-01-01
217070,Aksel,Gargeya,F,d007,Sales,58281,9999-01-01
217078,Parviz,Huhdanpaa,M,d009,Customer Service,45432,9999-01-01
217081,Mamdouh,Buescher,M,d006,Quality Management,40000,9999-01-01
217099,Jolita,Cyne,F,d008,Research,45181,9999-01-01
217105,Khedija,Soloway,M,d009,Customer Service,56232,9999-01-01
217106,Yuping,Cannane,M,d004,Production,49182,9999-01-01
217109,Arra,Ossenbruggen,F,d005,Development,40000,9999-01-01
217118,Goncalo,Seiwald,M,d002,Finance,51389,9999-01-01
217125,Tuval,Maliniak,M,d001,Marketing,52147,9999-01-01
217144,Aris,Picht,F,d004,Production,40000,9999-01-01
216860,Akeel,Monkewich,M,d005,Development,79394,9999-01-01
217156,Shaowen,Mansanne,M,d003,Human Resources,40000,9999-01-01
217163,Mohua,Schaap,M,d004,Production,53388,9999-01-01
217168,Mahmut,Heystek,F,d006,Quality Management,48816,9999-01-01
216885,Fumiya,Leuchs,F,d004,Production,42578,9999-01-01
217173,Torsten,Krichel,M,d007,Sales,96811,9999-01-01
217179,Kerhong,Khasidashvili,M,d006,Quality Management,40000,9999-01-01
217187,Duri,Hedayat,F,d004,Production,48653,9999-01-01
217188,Leszek,Bach,F,d007,Sales,77842,9999-01-01
217276,Billur,Schapire,F,d005,Development,40000,9999-01-01
217198,Luigi,Chinen,M,d002,Finance,49741,9999-01-01
217199,Miomir,Saoudi,M,d007,Sales,76934,9999-01-01
217200,Xinyu,Hutter,F,d004,Production,45790,9999-01-01
217283,Khosrow,Falco,F,d005,Development,40000,9999-01-01
217299,Martins,Gill,M,d004,Production,56881,9999-01-01
217312,Zorica,Rodham,M,d004,Production,46049,9999-01-01
217265,Shimshon,Glinert,M,d003,Human Resources,40000,9999-01-01
217315,Garnik,Neimat,M,d006,Quality Management,40000,9999-01-01
217319,Uzi,Makrucki,M,d009,Customer Service,47990,9999-01-01
217451,Sanjoy,Giarratana,M,d001,Marketing,57706,9999-01-01
217322,Pascal,Munro,M,d004,Production,40000,9999-01-01
217453,Goo,Ishibashi,F,d006,Quality Management,40000,9999-01-01
217332,Jahangir,Olivero,M,d009,Customer Service,40000,9999-01-01
217471,Josyula,Coors,F,d005,Development,71548,9999-01-01
217336,Jungsoon,Usdin,M,d007,Sales,76034,9999-01-01
217484,Subhrajyoti,Nivat,M,d005,Development,48138,9999-01-01
217342,Paris,Perng,F,d002,Finance,40000,9999-01-01
217347,Mechthild,Perri,M,d005,Development,59309,9999-01-01
217497,Karsten,Monarch,M,d006,Quality Management,40000,9999-01-01
217349,Atreyi,Zeleznik,M,d009,Customer Service,46378,9999-01-01
217509,Saeed,Beutelspacher,F,d005,Development,41867,9999-01-01
217350,Bernardo,Bauknecht,F,d007,Sales,80707,9999-01-01
217523,Abdulla,Zolotykh,F,d006,Quality Management,60944,9999-01-01
217528,Inderjeet,Lalonde,F,d004,Production,40000,9999-01-01
217377,Zhaofang,Gecsei,M,d004,Production,48248,9999-01-01
217534,Emran,Guting,F,d005,Development,40000,9999-01-01
217549,Mitchel,Serna,F,d008,Research,40000,9999-01-01
217385,Sadun,Smailagic,M,d001,Marketing,80436,9999-01-01
217558,Oldrich,Bugaenko,M,d006,Quality Management,41674,9999-01-01
217559,Taizo,Cappelli,F,d007,Sales,69842,9999-01-01
217561,Kiyotoshi,Ananiadou,M,d007,Sales,62988,9999-01-01
217564,Marie,Schnabel,F,d001,Marketing,91217,9999-01-01
217386,Uzi,Dengi,M,d004,Production,69048,9999-01-01
217565,Fai,Lorin,M,d009,Customer Service,40000,9999-01-01
217396,Soenke,Flowers,F,d005,Development,40000,9999-01-01
217574,Roded,Gelosh,M,d001,Marketing,48288,9999-01-01
217418,Nikolaos,Puppo,F,d005,Development,60671,9999-01-01
217598,Piyawadee,Przulj,M,d008,Research,40000,9999-01-01
217606,Khalid,Luit,M,d005,Development,40000,9999-01-01
217434,Kwun,Unno,M,d006,Quality Management,48867,9999-01-01
217624,Guadalupe,Rajaraman,M,d002,Finance,40000,9999-01-01
217824,Tomofumi,Ranai,F,d007,Sales,64556,9999-01-01
217642,Nectarios,Lieberherr,F,d004,Production,45507,9999-01-01
217844,Hideo,Munch,M,d004,Production,40000,9999-01-01
217643,Guangming,Oxman,F,d007,Sales,55919,9999-01-01
217649,Lidong,Potthoff,M,d007,Sales,96052,9999-01-01
217653,Jackson,Awdeh,F,d009,Customer Service,40000,9999-01-01
217661,Chenxi,Janetzko,F,d007,Sales,77430,9999-01-01
217845,Deborah,Matheson,F,d004,Production,40000,9999-01-01
217662,Marla,Parveen,M,d005,Development,51565,9999-01-01
217856,Toshimi,Gimarc,M,d008,Research,49405,9999-01-01
217687,Georg,Schwabacher,M,d004,Production,57614,9999-01-01
217870,JoAnna,Simmel,F,d005,Development,42348,9999-01-01
217699,Khue,Vesna,F,d004,Production,40000,9999-01-01
217873,Gro,Uchoa,M,d005,Development,47044,9999-01-01
217714,Sajjad,Coors,F,d003,Human Resources,40000,9999-01-01
217876,Leah,Kossowski,F,d005,Development,40000,9999-01-01
217879,Dmitry,Manders,M,d002,Finance,40000,9999-01-01
217734,Tayeb,Eldridge,F,d009,Customer Service,66838,9999-01-01
217888,Parke,Speer,M,d008,Research,52292,9999-01-01
217746,Shih,Pelc,M,d007,Sales,66943,9999-01-01
217928,Yishay,Showalter,M,d005,Development,43014,9999-01-01
217753,Maria,Birge,M,d005,Development,42519,9999-01-01
217764,Ingmar,Massonet,M,d004,Production,40000,9999-01-01
217768,Bikash,Merro,M,d005,Development,45602,9999-01-01
217775,Becky,Pusterhofer,F,d005,Development,40000,9999-01-01
217939,Constantine,Masada,F,d004,Production,46439,9999-01-01
217813,Seongbin,Linnainmaa,M,d004,Production,59531,9999-01-01
217820,Beshir,Crabtree,M,d005,Development,54939,9999-01-01
217945,Shmuel,Georg,M,d007,Sales,88260,9999-01-01
217955,Marit,Cairo,F,d005,Development,44693,9999-01-01
217961,Makato,Fortenbacher,F,d004,Production,55578,9999-01-01
217963,Vojin,Badache,M,d008,Research,40000,9999-01-01
218029,Vivian,Lortz,M,d005,Development,40000,9999-01-01
217967,Candido,Merli,M,d007,Sales,80085,9999-01-01
218044,Maia,Veevers,M,d007,Sales,67174,9999-01-01
217969,Irena,Hardjono,F,d003,Human Resources,40000,9999-01-01
218048,Michaela,Kaiserswerth,F,d009,Customer Service,42520,9999-01-01
217970,Frazer,Escriba,F,d002,Finance,72123,9999-01-01
218051,Seongbin,Czap,M,d007,Sales,69947,9999-01-01
217973,Geoffry,Underwood,M,d005,Development,40000,9999-01-01
218061,Adas,Rusterholz,M,d004,Production,51836,9999-01-01
217977,Shahaf,Eldridge,M,d005,Development,40000,9999-01-01
217986,Aiichiro,Auria,F,d004,Production,41943,9999-01-01
218083,Ashish,Cannata,M,d009,Customer Service,40000,9999-01-01
218098,Shietung,Conia,F,d003,Human Resources,40000,9999-01-01
218119,Giri,Mahmud,M,d002,Finance,42629,9999-01-01
218128,Saeed,Bierbaum,F,d004,Production,49705,9999-01-01
218138,Kazunori,Malabarba,F,d005,Development,60962,9999-01-01
218158,Goh,Siksek,F,d008,Research,40000,9999-01-01
218167,Diederik,Fargier,M,d007,Sales,70655,9999-01-01
217991,Kenton,Reinhard,F,d007,Sales,80840,9999-01-01
218178,JiYoung,Brickell,M,d005,Development,40000,9999-01-01
218183,Zsolt,Papastamatiou,M,d007,Sales,66813,9999-01-01
218189,Vishv,Rindone,M,d005,Development,64144,9999-01-01
217998,Dipankar,Murthy,M,d005,Development,40000,9999-01-01
218408,Alair,McClurg,M,d005,Development,64391,9999-01-01
218192,Mandell,Paludetto,M,d006,Quality Management,43674,9999-01-01
218195,Niteen,Poujol,F,d004,Production,69549,9999-01-01
218200,Martien,Szilard,M,d005,Development,54740,9999-01-01
218201,Harjit,Ashish,F,d001,Marketing,55865,9999-01-01
218210,Kinh,Nitto,F,d001,Marketing,41874,9999-01-01
218212,Navin,Cheshire,M,d007,Sales,81958,9999-01-01
218214,Tonia,Montresor,F,d004,Production,69259,9999-01-01
218215,Subhrajyoti,Pargaonkar,M,d004,Production,87679,9999-01-01
218217,Wuxu,Bernick,M,d007,Sales,53539,9999-01-01
218228,Francesca,Auyong,F,d007,Sales,64688,9999-01-01
218414,Shay,Basagni,F,d004,Production,40000,9999-01-01
218415,Arto,Farris,F,d004,Production,40000,9999-01-01
218254,Susanna,Eugenio,F,d002,Finance,66006,9999-01-01
218417,Moto,Aamodt,F,d008,Research,64792,9999-01-01
218423,Arlette,Munro,M,d005,Development,40000,9999-01-01
218264,Kenton,Uludag,F,d005,Development,43602,9999-01-01
218267,Dzung,Terekhov,F,d006,Quality Management,40000,9999-01-01
218432,Eran,Pettit,F,d007,Sales,66847,9999-01-01
218272,Gay,Boreale,F,d009,Customer Service,40000,9999-01-01
218275,Mayuri,Furudate,M,d005,Development,40000,9999-01-01
218276,Youjian,Ranze,M,d003,Human Resources,40000,9999-01-01
218280,Olivera,Gist,M,d005,Development,40000,9999-01-01
218435,Sanjiv,Mayerwieser,F,d004,Production,40000,9999-01-01
218291,Martine,Kalloufi,F,d007,Sales,64682,9999-01-01
218439,Amstein,Jonsson,M,d007,Sales,67512,9999-01-01
218303,Oscal,Thorensen,M,d001,Marketing,57902,9999-01-01
218441,Yechezkel,Lundstrom,M,d005,Development,40000,9999-01-01
218442,Hausi,Neiman,F,d004,Production,43307,9999-01-01
218319,Kitty,Speer,F,d007,Sales,53536,9999-01-01
218445,Duro,Schaar,M,d009,Customer Service,69888,9999-01-01
218459,Xiaoqiu,Casley,F,d004,Production,46773,9999-01-01
218466,Bernt,Kadhim,F,d005,Development,40000,9999-01-01
218358,Takushi,Picel,M,d004,Production,40000,9999-01-01
218475,Doowon,Ranst,F,d006,Quality Management,40000,9999-01-01
218477,Vishwani,Kornatzky,M,d007,Sales,40000,9999-01-01
218491,Kannan,Baez,M,d003,Human Resources,40000,9999-01-01
218562,Arvin,Furudate,F,d005,Development,40000,9999-01-01
218565,Shunichi,Servi,F,d004,Production,40000,9999-01-01
218494,Ronghao,Bultermann,M,d006,Quality Management,40000,9999-01-01
218574,Shiv,Sessa,F,d006,Quality Management,56631,9999-01-01
218497,Toshimo,Boyle,F,d005,Development,40000,9999-01-01
218580,Kwee,Speek,M,d005,Development,40000,9999-01-01
218583,Ulises,Baumann,M,d009,Customer Service,40000,9999-01-01
218503,Urs,Berztiss,F,d004,Production,40484,9999-01-01
218592,Shalesh,McDermid,F,d007,Sales,67463,9999-01-01
218593,Arunas,Lamba,F,d005,Development,57787,9999-01-01
218595,Murthy,Brodal,M,d004,Production,40000,9999-01-01
218504,Adil,Shobatake,M,d008,Research,65027,9999-01-01
218598,Kristen,Mandell,F,d005,Development,40000,9999-01-01
218522,Ulises,Verhaegen,F,d009,Customer Service,44277,9999-01-01
218608,Udi,McClurg,M,d005,Development,53984,9999-01-01
218619,Theirry,Unni,F,d001,Marketing,41559,9999-01-01
218528,Heeju,Matzat,M,d005,Development,41666,9999-01-01
218629,Ingmar,Perry,M,d005,Development,40000,9999-01-01
218631,Feixiong,Zhiwei,F,d005,Development,40000,9999-01-01
218535,Yurij,Pleszkun,F,d003,Human Resources,40000,9999-01-01
218540,Nathalie,Trelles,M,d005,Development,47975,9999-01-01
218653,Abdulla,Siochi,F,d004,Production,40000,9999-01-01
218655,Kiyotoshi,Lakshmanan,M,d005,Development,55401,9999-01-01
218560,Charmane,Ramamoorthy,F,d007,Sales,54540,9999-01-01
218656,Valeska,Simmel,F,d002,Finance,70473,9999-01-01
218661,Haldon,Nitta,M,d007,Sales,46618,9999-01-01
218665,Ibibia,Schmiedel,M,d006,Quality Management,40000,9999-01-01
218674,Toshiko,Lipner,F,d007,Sales,68093,9999-01-01
218675,Yoshimitsu,Taubenfeld,F,d004,Production,69566,9999-01-01
218676,Shichao,Kowalchuk,M,d004,Production,49242,9999-01-01
218755,Zengping,Usery,M,d004,Production,58850,9999-01-01
218682,Elrique,Delgrande,F,d002,Finance,40000,9999-01-01
218685,Sarita,Yavatkar,F,d005,Development,52081,9999-01-01
218691,Marsha,Simmen,F,d005,Development,49314,9999-01-01
218693,Sanjiv,Pashtan,M,d004,Production,40000,9999-01-01
218694,Giri,Honglei,M,d001,Marketing,40000,9999-01-01
218758,Mariangiola,Krichel,F,d004,Production,52807,9999-01-01
218713,Akeel,Glowinski,M,d005,Development,75289,9999-01-01
218763,Tesuro,Danecki,M,d001,Marketing,40000,9999-01-01
218717,Ayonca,Werthner,M,d009,Customer Service,51053,9999-01-01
218722,Becky,Zirintsis,M,d006,Quality Management,52881,9999-01-01
218766,Janalee,Ozery,F,d006,Quality Management,52090,9999-01-01
218724,Sanjai,Panangaden,M,d003,Human Resources,40000,9999-01-01
218725,Genevieve,Hatcliff,M,d007,Sales,72411,9999-01-01
218768,Yurij,Gaughan,F,d008,Research,40000,9999-01-01
218731,Youjian,Diderrich,M,d001,Marketing,83451,9999-01-01
218732,Odoardo,Suessmith,M,d001,Marketing,92493,9999-01-01
218783,Keiichiro,Polupanov,F,d008,Research,40000,9999-01-01
218739,Dannz,Vadhan,M,d001,Marketing,75940,9999-01-01
218796,Elzbieta,Thiria,F,d004,Production,40132,9999-01-01
218933,Kazunori,Heiserman,M,d009,Customer Service,58805,9999-01-01
218812,Rildo,Seuren,F,d009,Customer Service,40000,9999-01-01
218946,Pramod,Begiun,M,d004,Production,80348,9999-01-01
218949,Arumugam,Milicic,F,d006,Quality Management,40000,9999-01-01
218952,Zeljko,Sommer,M,d006,Quality Management,40000,9999-01-01
218828,Indrajit,Weiland,M,d006,Quality Management,64276,9999-01-01
218965,Jiakeng,Uludag,M,d002,Finance,67406,9999-01-01
218978,Babette,Danlos,F,d002,Finance,73133,9999-01-01
218983,Yannis,Tasistro,M,d009,Customer Service,40000,9999-01-01
218991,Falguni,Pusterhofer,F,d003,Human Resources,40000,9999-01-01
218998,Kristian,Hennebert,M,d005,Development,53486,9999-01-01
219000,Dayanand,Yetim,F,d004,Production,50887,9999-01-01
219007,Khun,Gide,M,d004,Production,40000,9999-01-01
219008,Claudi,Staelin,F,d006,Quality Management,47639,9999-01-01
219010,Ymte,Cannard,M,d009,Customer Service,54671,9999-01-01
219017,Atilio,Cangellaris,M,d009,Customer Service,76158,9999-01-01
219026,Nathalie,Quittner,M,d007,Sales,87345,9999-01-01
219031,Padma,Luon,M,d008,Research,40000,9999-01-01
219034,Danai,Doering,F,d004,Production,55825,9999-01-01
